187,268,42
428,320,44
67,230,37
182,331,29
353,341,31
263,142,30
313,37,32
475,344,29
283,337,35
247,235,31
292,242,26
124,310,28
331,88,29
97,157,32
401,197,29
322,181,30
241,178,30
170,212,30
281,76,29
250,32,31
133,76,49
427,110,47
220,359,39
